"","addr_state","annual_inc","int_rate","issue_d","loan_amnt"
"2706","NY",75000,18.64,2011,5700
"2707","CA",35000,13.49,2011,13225
"2708","IL",31000,14.65,2011,10000
"2709","AZ",1e+05,8.9,2011,13500
"2710","HI",60000,12.69,2011,12000
"2711","NH",45000,7.9,2011,15000
"2712","FL",59670,21.28,2011,20200
"2713","WI",95000,14.27,2011,20000
"2714","TX",112000,13.49,2011,12000
"2715","CO",66000,22.06,2011,25975
"2716","PA",54000,14.27,2011,10600
"2717","UT",35000,10.65,2011,13475
"2718","UT",48000,9.91,2011,4000
"2719","NY",98580,9.91,2011,5000
"2720","NC",67000,16.29,2011,7500
"2721","FL",42000,19.42,2011,21000
"2722","NY",40000,17.27,2011,9600
"2723","AL",75000,7.51,2011,10000
"2724","VA",27302.4,12.69,2011,3725
"2725","TX",46500,20.89,2011,19425
"2726","IL",62000,16.77,2011,25900
"2727","CA",1e+05,21.67,2011,30000
"2728","MN",37500,19.42,2011,13000
"2729","VA",48575,14.65,2011,15600
"2730","CA",64049,12.69,2011,20000
"2731","CA",107000,9.91,2011,10000
"2732","NC",72000,14.65,2011,8000
"2733","FL",25000,11.71,2011,12000
"2734","MO",97000,9.91,2011,12000
"2735","CA",42000,12.42,2011,4000
"2736","OH",60000,20.3,2011,9750
"2737","GA",86000,7.51,2011,24000
"2738","OK",132500,19.91,2011,35000
"2739","CA",135000,16.77,2011,3125
"2740","CA",140000,11.71,2011,12000
"2741","AR",84000,8.9,2011,17500
"2742","TX",90000,11.71,2011,6000
"2743","GA",38000,13.49,2011,15000
"2744","VA",36000,17.58,2011,8000
"2745","MA",129000,18.64,2011,28000
"2746","MA",161000,7.9,2011,30000
"2747","NC",157000,18.25,2011,28000
"2748","AZ",24000,15.96,2011,1000
"2749","OH",47600,12.42,2011,23800
"2750","AR",50000,6.03,2011,17000
"2751","FL",50000,15.27,2011,18000
"2752","CO",57840,12.42,2011,13500
"2753","CA",75000,9.91,2011,24000
"2754","OH",85000,7.51,2011,3600
"2755","OK",50000,16.29,2011,15000
"2756","CA",53200,13.49,2011,1000
"2757","DC",110000,23.52,2011,30000
"2758","NY",36000,13.49,2011,3600
"2759","FL",56510,10.65,2011,15500
"2760","IL",40000,17.58,2011,14000
"2761","WI",29000,13.49,2011,6400
"2762","KY",45000,6.62,2011,3600
"2763","NJ",115000,6.62,2011,14000
"2764","CO",25000,9.91,2011,4025
"2765","GA",59000,20.89,2011,15000
"2766","OH",9600,12.69,2011,2600
"2767","NJ",32968,8.9,2011,16500
"2768","NJ",96000,13.49,2011,15000
"2769","NY",23000,8.9,2011,8875
"2770","NJ",61000,18.64,2011,30000
"2771","IL",120000,20.3,2011,23000
"2772","FL",21000,14.65,2011,3825
"2773","NJ",55000,16.77,2011,11100
"2774","MA",40000,9.91,2011,12000
"2775","CA",77000,18.64,2011,8900
"2776","MA",120000,11.71,2011,12000
"2777","NY",15000,7.51,2011,3000
"2778","NC",32000,7.9,2011,5600
"2779","CA",43000,17.27,2011,12000
"2780","CA",60000,11.71,2011,12000
"2781","AZ",113000,15.96,2011,25000
"2782","FL",87000,9.91,2011,12000
"2783","CA",165000,21.67,2011,35000
"2784","WI",70000,14.65,2011,30000
"2785","IL",62000,12.69,2011,10000
"2786","MD",72800,20.3,2011,21600
"2787","AZ",60780,10.65,2011,8000
"2788","NC",62000,9.91,2011,6000
"2789","CA",281000,18.25,2011,15000
"2790","NJ",75000,20.3,2011,35000
"2791","CT",77500,20.3,2011,14400
"2792","CA",75600,12.69,2011,10500
"2793","CA",51000,11.71,2011,9000
"2794","NJ",55000,12.42,2011,10900
"2795","FL",140000,12.42,2011,17600
"2796","CA",40000,13.49,2011,1800
"2797","AR",63000,18.64,2011,14000
"2798","TX",102672,7.9,2011,10000
"2799","NY",46443.36,7.9,2011,6000
"2800","NY",36000,8.9,2011,5200
"2801","VA",61650,6.03,2011,6500
"2802","MN",45500,16.29,2011,10000
"2803","FL",35000,9.91,2011,8000
"2804","WA",43200,16.29,2011,2800
"2805","WV",97000,17.27,2011,35000
"2806","TX",125000,11.71,2011,12000
"2807","NY",52000,6.62,2011,11200
"2808","GA",23000,13.49,2011,8000
"2809","FL",45600,23.52,2011,14825
"2810","CA",70000,18.64,2011,6100
"2811","CA",60000,15.96,2011,17000
"2812","VA",64000,15.96,2011,16000
"2813","MN",24000,6.03,2011,1500
"2814","CA",80000,7.51,2011,6500
"2815","NC",107000,14.65,2011,5500
"2816","CO",50000,12.69,2011,10000
"2817","GA",36648,9.91,2011,7125
"2818","TX",81000,14.65,2011,14000
"2819","IL",52000,16.29,2011,11000
"2820","NC",83000,9.91,2011,3000
"2821","IL",66000,21.28,2011,15850
"2822","NJ",43700,14.65,2011,12000
"2823","CA",57000,11.71,2011,29700
"2824","CA",28000,7.51,2011,6500
"2825","NY",55000,6.03,2011,2800
"2826","GA",50000,6.03,2011,10000
"2827","NY",82000,20.3,2011,30000
"2828","AL",50000,6.62,2011,8000
"2829","VA",61234,18.64,2011,12000
"2830","VA",101000,12.42,2011,35000
"2831","CA",180000,20.3,2011,30000
"2832","HI",57240,7.51,2011,9000
"2833","TX",43000,20.3,2011,3000
"2834","OH",30000,15.27,2011,7925
"2835","CA",36000,14.27,2011,18000
"2836","NY",54600,20.89,2011,24575
"2837","NY",85000,15.27,2011,15000
"2838","WI",63200,17.58,2011,15000
"2839","CA",105000,6.62,2011,12000
"2840","FL",70000,14.65,2011,15000
"2841","OR",62502,11.71,2011,6400
"2842","PA",50620,19.42,2011,14125
"2843","TX",115000,6.03,2011,4000
"2844","CA",120000,21.28,2011,35000
"2845","SD",75000,9.91,2011,14950
"2846","GA",53000,7.9,2011,16000
"2847","VA",60000,12.69,2011,2500
"2848","TX",40000,14.65,2011,12000
"2849","FL",73000,12.69,2011,15000
"2850","CT",56000,14.65,2011,1000
"2851","MD",110000,13.49,2011,1200
"2852","FL",45000,19.91,2011,16000
"2853","OH",40452,11.71,2011,4000
"2854","FL",70000,22.06,2011,9450
"2855","TX",43200,13.49,2011,17000
"2856","MN",67816,18.64,2011,13600
"2857","OH",26453,11.71,2011,7200
"2858","NJ",40000,9.91,2011,17475
"2859","PA",75000,12.42,2011,16000
"2860","OH",75000,14.27,2011,15000
"2861","WA",55200,11.71,2011,12000
"2862","VA",98500,19.03,2011,35000
"2863","AK",36800,7.51,2011,12400
"2864","NV",61440,11.71,2011,2500
"2865","CA",41196,7.9,2011,7200
"2866","WA",64400,15.27,2011,12000
"2867","CA",50000,10.65,2011,6000
"2868","TX",33200,11.71,2011,10000
"2869","IL",95000,8.9,2011,15000
"2870","OH",82500,16.77,2011,20000
"2871","MD",87000,6.03,2011,4000
"2872","CA",1e+05,12.42,2011,14400
"2873","CA",39000,14.65,2011,12800
"2874","TX",45000,18.25,2011,12800
"2875","MN",34200,17.27,2011,12000
"2876","CA",51000,14.27,2011,10625
"2877","NC",60000,7.9,2011,7500
"2878","MO",64500,13.49,2011,14750
"2879","CA",95950,11.71,2011,17500
"2880","TX",88000,11.71,2011,16000
"2881","CA",26000,15.27,2011,6700
"2882","FL",24000,12.42,2011,7000
"2883","MN",30000,6.62,2011,6625
"2884","WI",25000,17.58,2011,12000
"2885","CA",48226,7.9,2011,7000
"2886","NJ",65000,11.71,2011,7000
"2887","CO",100500,11.71,2011,35000
"2888","CA",38000,15.27,2011,1000
"2889","TX",34320,12.69,2011,16000
"2890","IL",52000,16.77,2011,10000
"2891","WI",50000,19.42,2011,10500
"2892","MO",80000,12.69,2011,25000
"2893","CA",55000,11.71,2011,3100
"2894","NV",39600,11.71,2011,25000
"2895","NC",48000,6.03,2011,2500
"2896","IL",70000,13.49,2011,9000
"2897","WV",26000,16.29,2011,1600
"2898","CA",115000,14.65,2011,10800
"2899","VA",75000,13.49,2011,20000
"2900","MA",98000,13.49,2011,8000
"2901","PA",37000,19.42,2011,12000
"2902","MO",40000,6.03,2011,5000
"2903","NC",63000,9.91,2011,6000
"2904","CA",40000,10.65,2011,8600
"2905","KY",29000,16.29,2011,9450
"2906","NY",36850,12.42,2011,5200
"2907","AL",120000,8.9,2011,6000
"2908","IL",30000,14.65,2011,2800
"2909","TX",53208,15.27,2011,8500
"2910","CO",98000,19.91,2011,27000
"2911","MI",38400,13.49,2011,3200
"2912","CT",40800,14.27,2011,17050
"2913","WI",65000,13.49,2011,18000
"2914","NY",40000,12.69,2011,6200
"2915","FL",50000,19.42,2011,8000
"2916","PA",47000,13.49,2011,12000
"2917","WV",45000,11.71,2011,20000
"2918","CT",22800,6.62,2011,3000
"2919","CA",80000,15.96,2011,10000
"2920","FL",30188.4,14.65,2011,8000
"2921","MI",103000,9.91,2011,14000
"2922","NJ",57000,16.77,2011,22000
"2923","NJ",85000,14.27,2011,16000
"2924","WI",64800,10.65,2011,4500
"2925","NY",70000,6.62,2011,8000
"2926","NY",106300,20.89,2011,5000
"2927","MD",31200,14.27,2011,15000
"2928","IL",98000,14.27,2011,35000
"2929","PA",35000,6.03,2011,16000
"2930","SD",94104,14.27,2011,14400
"2931","VA",277000,8.9,2011,35000
"2932","NC",65000,9.91,2011,17000
"2933","PA",64000,15.27,2011,15000
"2934","SC",36000,7.9,2011,5600
"2935","CA",54000,15.96,2011,9000
"2936","MO",48000,12.42,2011,9000
"2937","MN",42000,11.71,2011,8800
"2938","CA",45000,18.25,2011,8000
"2939","CA",38000,11.71,2011,10000
"2940","SC",39996,8.9,2011,12000
"2941","NC",36000,10.65,2011,5000
"2942","CA",74999,17.27,2011,16000
"2943","WA",69600,9.91,2011,1925
"2944","WA",80856,15.96,2011,20000
"2945","MD",78000,20.89,2011,4200
"2946","MO",65004,7.51,2011,15000
"2947","FL",45000,13.49,2011,5200
"2948","NY",110000,15.27,2011,16000
"2949","CA",15000,12.69,2011,2700
"2950","CA",40000,11.71,2011,4500
"2951","MI",40000,6.03,2011,2100
"2952","IL",70000,12.69,2011,1000
"2953","WA",55000,20.3,2011,4000
"2954","KY",42000,7.9,2011,13000
"2955","MD",140000,18.64,2011,28000
"2956","MN",51000,18.25,2011,22400
"2957","TX",150000,6.03,2011,16000
"2958","MD",125000,14.27,2011,30500
"2959","WA",43200,8.9,2011,3000
"2960","TX",220000,9.91,2011,30000
"2961","WI",85000,12.69,2011,20000
"2962","MO",42000,6.03,2011,4900
"2963","FL",75000,17.58,2011,12000
"2964","UT",120000,14.27,2011,20000
"2965","WI",39000,15.96,2011,7000
"2966","FL",52000,11.71,2011,3600
"2967","AZ",42996,13.49,2011,13200
"2968","CA",20400,15.27,2011,6000
"2969","CA",408000,7.9,2011,35000
"2970","FL",37440,9.91,2011,7000
"2971","NY",160000,10.65,2011,35000
"2972","CT",75000,16.77,2011,21600
"2973","NY",39000,7.9,2011,7000
"2974","MA",45000,15.96,2011,10500
"2975","NY",66000,14.27,2011,15575
"2976","WI",108000,16.77,2011,14000
"2977","AK",35500,7.9,2011,16000
"2978","MD",42000,12.69,2011,3000
"2979","FL",35000,19.03,2011,7200
"2980","OH",38000,12.42,2011,3200
"2981","NY",150000,19.42,2011,30000
"2982","FL",70000,11.71,2011,15600
"2983","IL",51600,15.27,2011,5600
"2984","GA",37000,11.71,2011,3000
"2985","NY",55000,7.9,2011,18000
"2986","IL",30000,11.71,2011,7200
"2987","HI",120000,16.77,2011,16000
"2988","OH",39192,12.69,2011,3000
"2989","NC",65000,19.03,2011,24000
"2990","TX",50000,6.03,2011,6000
"2991","SC",45000,18.25,2011,15000
"2992","UT",162480,12.42,2011,25000
"2993","MI",60000,6.03,2011,10000
"2994","CA",36000,6.62,2011,15000
"2995","NC",97008,19.91,2011,5000
"2996","DC",89028,6.62,2011,30000
"2997","OH",22000,12.42,2011,5000
"2998","CA",120000,16.77,2011,7500
"2999","VA",64620,12.42,2011,35000
"3000","MA",75000,6.03,2011,16800
"3001","VA",97936,17.27,2011,35000
"3002","KY",58000,7.51,2011,1800
"3003","CO",63336,17.27,2011,16000
"3004","NJ",90000,12.42,2011,3000
"3005","NC",40000,6.62,2011,5000
"3006","MI",64480,14.65,2011,24000
"3007","AK",25000,8.9,2011,13000
"3008","MI",30000,13.49,2011,4000
"3009","MA",150000,19.03,2011,25000
"3010","MN",85000,7.9,2011,15000
"3011","MA",120000,7.9,2011,35000
"3012","CT",56000,12.42,2011,10000
"3013","NY",73000,11.71,2011,10000
"3014","NJ",45000,10.65,2011,14400
"3015","WI",108600,23.52,2011,35000
"3016","GA",12000,12.42,2011,6075
"3017","NY",62400,6.62,2011,8000
"3018","CA",57000,17.27,2011,20000
"3019","MO",125000,7.9,2011,35000
"3020","NY",48000,18.25,2011,17400
"3021","NJ",32000,17.58,2011,16000
"3022","NJ",53616,12.42,2011,1600
"3023","NV",50400,8.9,2011,12800
"3024","MI",70000,6.62,2011,7750
"3025","SC",49989,22.06,2011,18000
"3026","WA",95000,23.52,2011,5700
"3027","VA",52000,15.27,2011,12000
"3028","TX",31200,13.49,2011,6000
"3029","IL",130000,13.49,2011,3000
"3030","KS",36000,7.9,2011,5600
"3031","NM",33000,14.65,2011,8000
"3032","CA",1e+05,16.77,2011,30000
"3033","VA",85000,13.49,2011,20000
"3034","CA",60000,9.91,2011,10000
"3035","TX",50400,9.91,2011,24000
"3036","MN",95000,20.3,2011,10800
"3037","CT",90000,13.49,2011,17600
"3038","CA",53000,7.9,2011,5100
"3039","IL",77000,12.69,2011,6000
"3040","CA",55000,13.49,2011,1400
"3041","NC",74500,15.96,2011,8000
"3042","AR",40000,12.42,2011,7500
"3043","TX",28800,6.03,2011,3175
"3044","TX",96720,7.9,2011,18000
"3045","MD",99275,14.65,2011,10000
"3046","NY",73000,7.9,2011,7000
"3047","FL",50000,14.65,2011,20000
"3048","TX",85000,11.71,2011,20500
"3049","AR",39000,17.27,2011,14800
"3050","VA",135000,13.49,2011,30000
"3051","TX",66000,6.03,2011,3000
"3052","CA",51000,17.27,2011,5800
"3053","CA",52500,10.65,2011,4000
"3054","NY",40000,12.69,2011,6000
"3055","NJ",77000,11.71,2011,32275
"3056","CA",162000,18.25,2011,35000
"3057","AZ",50004,9.91,2011,7800
"3058","GA",27600,8.9,2011,6000
"3059","FL",60000,14.65,2011,6300
"3060","OH",60000,11.71,2011,18000
"3061","CO",36400,8.9,2011,5000
"3062","TX",72000,12.42,2011,16000
"3063","NJ",24000,8.9,2011,5000
"3064","NJ",62200,19.03,2011,12000
"3065","NY",50000,8.9,2011,12000
"3066","UT",76800,9.91,2011,30000
"3067","MA",41000,7.9,2011,1300
"3068","PA",84000,6.03,2011,16000
"3069","MD",96000,17.58,2011,11250
"3070","TX",52800,17.58,2011,7000
"3071","CO",52000,7.51,2011,5000
"3072","NY",64000,7.9,2011,8000
"3073","NJ",38400,8.9,2011,12000
"3074","MI",48000,6.03,2011,4000
"3075","TX",130000,9.91,2011,7000
"3076","TX",70920,6.03,2011,7600
"3077","WA",93000,17.27,2011,20000
"3078","KS",48132,11.71,2011,10000
"3079","FL",42000,6.62,2011,8000
"3080","OH",60000,12.42,2011,12000
"3081","OH",33000,11.71,2011,16500
"3082","IL",15000,10.65,2011,4475
"3083","CA",17000,8.9,2011,5750
"3084","WA",75000,19.91,2011,14600
"3085","NY",75000,22.06,2011,11200
"3086","CO",77000,6.03,2011,4900
"3087","CA",127500,7.51,2011,10000
"3088","NY",143000,6.03,2011,16000
"3089","KY",68400,15.96,2011,25200
"3090","HI",90000,21.67,2011,18650
"3091","OR",64000,11.71,2011,12000
"3092","FL",90000,12.69,2011,3600
"3093","TX",48000,17.58,2011,15600
"3094","MA",60000,11.71,2011,15000
"3095","IL",88900,14.65,2011,19200
"3096","CA",60000,14.65,2011,9600
"3097","CA",83625,7.51,2011,13200
"3098","AL",50000,7.51,2011,16000
"3099","CA",60000,6.62,2011,12000
"3100","IL",93000,16.77,2011,12000
"3101","TX",75000,14.27,2011,4000
"3102","CA",40000,7.9,2011,5000
"3103","CA",102500,23.13,2011,30000
"3104","CA",146000,18.64,2011,35000
"3105","MI",46000,6.62,2011,5000
"3106","AZ",60000,15.96,2011,6000
"3107","MT",40000,19.03,2011,5700
"3108","MO",70000,11.71,2011,5000
"3109","MO",45948,13.49,2011,23000
"3110","IL",80600,16.77,2011,12000
"3111","CA",79000,10.65,2011,25000
"3112","NV",57600,9.91,2011,6000
"3113","CA",60000,7.51,2011,10000
"3114","MA",150000,19.03,2011,7500
"3115","MO",74346,7.9,2011,7000
"3116","NJ",40992,14.27,2011,10000
"3117","OH",52000,13.49,2011,20000
"3118","GA",145000,7.9,2011,9600
"3119","CA",58000,18.25,2011,20000
"3120","LA",47000,10.65,2011,6550
"3121","CA",53000,9.91,2011,2500
"3122","NY",56004,19.42,2011,12000
"3123","OH",13200,9.91,2011,2500
"3124","WI",110000,21.28,2011,30400
"3125","NJ",59500,12.69,2011,11300
"3126","FL",27840,19.42,2011,8575
"3127","MD",42494,11.71,2011,16000
"3128","NJ",33600,11.71,2011,13000
"3129","CA",60353,10.65,2011,8500
"3130","NY",40000,12.69,2011,6000
"3131","MA",65000,6.03,2011,8800
"3132","IL",102000,11.71,2011,25000
"3133","AR",32468.8,7.51,2011,6000
"3134","NY",95000,10.65,2011,12000
"3135","CA",60000,16.77,2011,9600
"3136","FL",35000,7.9,2011,8300
"3137","NY",33900,17.58,2011,5500
"3138","CA",95000,7.9,2011,35000
"3139","CT",40000,11.71,2011,3000
"3140","OH",50000,13.49,2011,2500
"3141","MO",64000,16.77,2011,12000
"3142","NY",149000,7.9,2011,7200
"3143","CA",50000,6.62,2011,2000
"3144","OH",70000,19.91,2011,22000
"3145","CA",28800,7.9,2011,14000
"3146","NJ",57000,14.27,2011,7500
"3147","NC",82000,9.91,2011,6000
"3148","CA",55000,19.42,2011,15000
"3149","NY",55000,18.25,2011,22900
"3150","IL",50000,6.03,2011,3500
"3151","TX",70000,20.89,2011,35000
"3152","NY",12000,12.69,2011,1950
"3153","NY",50000,6.62,2011,12000
"3154","TX",35000,14.27,2011,5000
"3155","FL",55000,17.27,2011,6250
"3156","AL",48000,17.58,2011,15000
"3157","MA",173156,19.91,2011,30000
"3158","TX",60000,7.9,2011,7000
"3159","MD",50000,6.03,2011,2600
"3160","DE",150000,6.62,2011,14000
"3161","NC",192000,14.27,2011,15000
"3162","OH",90000,6.03,2011,14300
"3163","OH",52000,15.96,2011,15600
"3164","OH",45000,16.77,2011,19000
"3165","NY",126000,10.65,2011,6000
"3166","IL",31200,12.42,2011,3000
"3167","WA",34000,12.69,2011,3500
"3168","NJ",15600,18.25,2011,2250
"3169","CA",70000,11.71,2011,8400
"3170","CA",36000,9.91,2011,5000
"3171","AZ",46000,18.64,2011,16000
"3172","AL",100500,14.65,2011,27575
"3173","NY",150000,7.9,2011,14000
"3174","LA",191000,20.3,2011,35000
"3175","LA",69996,20.3,2011,30000
"3176","PA",72000,6.03,2011,5000
"3177","WA",153000,11.71,2011,7500
"3178","NM",10000,7.9,2011,3000
"3179","MN",70000,18.64,2011,9000
"3180","MA",48000,11.71,2011,24000
"3181","CO",60000,14.65,2011,13000
"3182","CA",36000,10.65,2011,5500
"3183","NY",30000,11.71,2011,3500
"3184","DC",131000,12.69,2011,35000
"3185","RI",95000,8.9,2011,24000
"3186","CA",150000,17.58,2011,21000
"3187","NV",75000,14.27,2011,13200
"3188","OH",130000,9.91,2011,30000
"3189","CA",73200,8.9,2011,12000
"3190","NV",50793.6,6.62,2011,5000
"3191","NY",54000,19.03,2011,6850
"3192","WA",60000,7.9,2011,12000
"3193","CA",75000,20.3,2011,15000
"3194","MA",75000,15.27,2011,20000
"3195","CA",50000,16.77,2011,5000
"3196","NJ",150000,12.42,2011,35000
"3197","CA",48000,8.9,2011,1500
"3198","AL",60000,14.27,2011,12000
"3199","NY",51000,17.58,2011,21000
"3200","DE",1e+05,8.9,2011,6000
"3201","NH",97500,17.27,2011,35000
"3202","AZ",60000,15.27,2011,12400
"3203","LA",110000,9.91,2011,30000
"3204","IL",90216,14.27,2011,1200
"3205","MA",47000,7.51,2011,7000
"3206","CT",70000,7.9,2011,5600
"3207","FL",80000,14.27,2011,4200
"3208","MO",35000,16.29,2011,7000
"3209","CA",120000,12.69,2011,25000
"3210","OH",80000,6.03,2011,8500
"3211","PA",67000,7.9,2011,3000
"3212","TX",15120,7.51,2011,1600
"3213","AL",75000,19.03,2011,35000
"3214","VA",11000,12.69,2011,3400
"3215","RI",31000,19.42,2011,10000
"3216","FL",66000,6.62,2011,10000
"3217","NY",50000,16.29,2011,3500
"3218","CA",62000,19.42,2011,24000
"3219","AZ",95000,7.9,2011,35000
"3220","CA",60000,12.69,2011,14000
"3221","CA",65196,14.27,2011,9600
"3222","CA",40000,11.71,2011,15000
"3223","MD",91000,11.71,2011,1000
"3224","NC",94000,6.62,2011,4000
"3225","NJ",63440,8.9,2011,20000
"3226","CA",90000,7.9,2011,14000
"3227","IL",4e+05,6.03,2011,15000
"3228","MA",63239.8,11.71,2011,20000
"3229","WI",31200,6.62,2011,15000
"3230","VA",73000,14.27,2011,23000
"3231","PA",34600,12.69,2011,6800
"3232","TX",115000,11.71,2011,30000
"3233","GA",42000,19.42,2011,26375
"3234","NY",80000,11.71,2011,6400
"3235","NY",90000,8.9,2011,10200
"3236","CA",125000,7.51,2011,30000
"3237","KY",60000,8.9,2011,12000
"3238","IL",1e+05,17.27,2011,12000
"3239","GA",70000,17.27,2011,15000
"3240","DE",136000,16.77,2011,15000
"3241","FL",65000,7.51,2011,8000
"3242","MA",80000,9.91,2011,19000
"3243","CA",31200,7.9,2011,9250
"3244","IL",68000,11.71,2011,35000
"3245","MN",180396,12.69,2011,18000
"3246","CA",37000,17.27,2011,4600
"3247","MO",40000,12.42,2011,5400
"3248","WA",60000,15.27,2011,14400
"3249","NY",56004,15.27,2011,3000
"3250","CA",36000,12.42,2011,1450
"3251","NY",24000,18.25,2011,12000
"3252","NY",80000,8.9,2011,7200
"3253","CA",38400,19.03,2011,6000
"3254","OH",90000,12.69,2011,12000
"3255","LA",76800,6.62,2011,6000
"3256","VA",82000,19.42,2011,8000
"3257","MN",48000,7.9,2011,12600
"3258","WA",70500,8.9,2011,35000
"3259","CO",130000,7.51,2011,8400
"3260","FL",57000,9.91,2011,11425
"3261","PA",52000,10.65,2011,20000
"3262","FL",80000,12.42,2011,16000
"3263","VA",76320,14.27,2011,24000
"3264","FL",40800,11.71,2011,2700
"3265","MD",112000,11.71,2011,20400
"3266","AZ",56000,12.69,2011,3000
"3267","MA",145000,22.06,2011,35000
"3268","VA",30000,12.42,2011,6000
"3269","CA",31000,6.03,2011,6000
"3270","CA",36000,11.71,2011,3000
"3271","KS",26785,7.9,2011,9000
"3272","PA",95000,14.27,2011,15000
"3273","KY",24960,6.62,2011,5000
"3274","FL",60000,16.77,2011,8000
"3275","TX",56000,6.03,2011,7200
"3276","VA",121000,8.9,2011,20000
"3277","NM",109200,7.9,2011,2300
"3278","PA",50000,15.27,2011,14400
"3279","CA",120000,21.28,2011,35000
"3280","MN",15000,12.69,2011,4375
"3281","AZ",48529,21.67,2011,10000
"3282","NV",134000,7.9,2011,5600
"3283","PA",72000,12.69,2011,5000
"3284","NY",110000,8.9,2011,6000
"3285","NJ",55000,11.71,2011,8000
"3286","OH",116000,15.96,2011,12000
"3287","GA",70000,6.03,2011,5000
"3288","TX",280000,11.71,2011,35000
"3289","NY",45000,13.49,2011,2800
"3290","AL",106000,15.96,2011,15000
"3291","MN",21000,17.27,2011,3500
"3292","RI",80000,12.42,2011,20000
"3293","CT",90000,9.91,2011,14000
"3294","CA",85000,9.91,2011,11200
"3295","AL",116000,19.42,2011,20000
"3296","FL",76000,12.69,2011,14000
"3297","VA",21624,8.9,2011,6000
"3298","NJ",60000,9.91,2011,4000
"3299","MD",117961,17.27,2011,24925
"3300","NY",120000,6.03,2011,5000
"3301","PA",75000,6.03,2011,3500
"3302","WA",98450,13.49,2011,2700
"3303","OR",47712,18.64,2011,12800
"3304","CO",34008,17.27,2011,14400
"3305","PA",54000,7.9,2011,7800
"3306","WI",53500,9.91,2011,10000
"3307","CA",121440,17.58,2011,5600
"3308","CA",37516.8,9.91,2011,5000
"3309","CO",120000,22.74,2011,35000
"3310","CA",60000,11.71,2011,3200
"3311","TX",93000,6.62,2011,12000
"3312","CO",172000,11.71,2011,20000
"3313","IL",24000,7.51,2011,5000
"3314","NY",28800,6.03,2011,5500
"3315","MI",80000,17.58,2011,12000
"3316","NY",75000,8.9,2011,7000
"3317","DC",42000,18.64,2011,2000
"3318","MI",160000,20.89,2011,35000
"3319","NY",106000,22.74,2011,35000
"3320","CA",80000,18.25,2011,30750
"3321","CA",118392,8.9,2011,12000
